ID,Text,Cit_ID,Regulation,Regulator
1118,"In this part: Financial institution means a depository financial institution or a nondepository financial institution, where: Depository financial institution means a bank, savings association, or credit union that: On the preceding December 31 had assets in excess of the asset threshold established and published annually by the Bureau for coverage by the Act, based on the year-to-year change in the average of the Consumer Price Index for Urban Wage Earners and Clerical Workers, not seasonally adjusted, for each twelve month period ending in November, with rounding to the nearest million;",CFR:12:1003:1003.2:g:1:i,HMDA,CFPB
1119,"Excluded transactions. The requirements of this part do not apply to: A closed-end mortgage loan or open-end line of credit, or an application for a closed-end mortgage loan or open-end line of credit, for which the total dollar amount is less than $500;",CFR:12:1003:1003.3:c:7,HMDA,CFPB
1120,Incidental credit Exceptions. The following provisions of this part do not apply to incidental credit: Section 1002.12(b) relating to record retention.,CFR:12:1002:1002.3:c:2:viii,Reg B,CFPB
1121,"For purposes of this part, the following definitions apply: Depository institution and institution mean an institution defined in section 19(b)(1)(A)(i) through (vi) of the Federal Reserve Act (12 U.S.C. 461), except credit unions defined in section 19(b)(1)(A)(iv).",CFR:12:1030:1030.2:j,Reg DD,CFPB
1122,Organization. This part is divided into subparts and appendices as follows— Appendix D of this part is reserved.,CFR:12:229:229.1:b:8,Regulation CC,FRB
1123,"Bona fide errors General rule. A bank is not liable in any action brought under this section for a violation of this subpart if the bank demonstrates by a preponderance of the evidence that the violation was not intentional and resulted from a bona fide error, notwithstanding the maintenance of procedures reasonably adapted to avoid any such error.",CFR:12:229:229.21:c:1,Regulation CC,FRB
1124,"Presumption of Alteration Presumption. Subject to paragraphs (i)(2) and (3) of this section and in the absence of a Federal statute or regulation to the contrary, the presumption in this paragraph applies with respect to any dispute between banks arising under Federal or State law as to whether a substitute check or electronic check transferred between those banks contains an alteration or is derived from an original check that was issued with an unauthorized signature of the drawer. When such a dispute arises, there is a rebuttable presumption that the substitute check or electronic check contains an alteration.",CFR:12:229:229.38:i:1,Regulation CC,FRB
1125,"Rules applicable to Pacific island checks. To the extent a bank handles a Pacific island check as if it were a check defined in § 229.2(k) or an electronic check defined in § 229.2(ggg), the bank is subject to the following sections of this part (and the word “check” in each such section is construed to include a Pacific island check)— Section 229.37 (Variation by agreement);",CFR:12:229:229.43:b:7,Regulation CC,FRB
1126,"Paragraph (2)(C)(iii) shall not apply to the statutes, regulations, or other rules of law governing procurement by the Federal or any State government, or any agency or instrumentality thereof.",USC:15:!96:7004:b:4,ESign,USC
1127,"As used in this subchapter— The term “location information” means a consumer’s place of abode and his telephone number at such place, or his place of employment.",USC:15:!41:1692a:7,FDCPA,USC
1128,"In this part: Financial institution means a depository financial institution or a nondepository financial institution, where: Depository financial institution means a bank, savings association, or credit union that: On the preceding December 31, had a home or branch office in an MSA;",CFR:12:1003:1003.2:g:1:ii,HMDA,CFPB
1129,Excluded transactions. The requirements of this part do not apply to: The purchase of a partial interest in a closed-end mortgage loan or open-end line of credit;,CFR:12:1003:1003.3:c:8,HMDA,CFPB
1130,"For purposes of this part, the following definitions apply: Deposit broker means any person who is a deposit broker as defined in section 29(g) of the Federal Deposit Insurance Act (12 U.S.C. 1831f(g)).",CFR:12:1030:1030.2:k,Reg DD,CFPB
1131,"Organization. This part is divided into subparts and appendices as follows— Appendix E of this part contains Board interpretations, which are labeled“Commentary,” of the provisions of this part. The Commentary provides background material to explain the Board's intent in adopting a particular part of the regulation and provides examples to aid in understanding how a particular requirement is to work. The Commentary is an official Board interpretation under section 611(e) of the EFA Act (12 U.S.C. 4010(e)).",CFR:12:229:229.1:b:9,Regulation CC,FRB
